date,asset,region,close
2016-11-30,QQQ_US,US,106.4591986889925
2016-12-31,QQQ_US,US,102.19756852611539
2017-01-31,QQQ_US,US,104.89149451573564
2017-02-28,QQQ_US,US,104.68870264925836
2017-03-31,QQQ_US,US,100.17278715050944
2017-04-30,QQQ_US,US,97.35651842562386
2017-05-31,QQQ_US,US,98.88948997509934
2017-06-30,QQQ_US,US,102.15859621247552
2017-07-31,QQQ_US,US,109.44169905403037
2017-08-31,QQQ_US,US,120.55632017887923
2017-09-30,QQQ_US,US,122.85599362650974
2017-10-31,QQQ_US,US,119.50758325615473
2017-11-30,QQQ_US,US,111.7446661585224
2017-12-31,QQQ_US,US,113.33529317933034
2018-01-31,QQQ_US,US,110.9068514891395
2018-02-28,QQQ_US,US,109.98557161018128
2018-03-31,QQQ_US,US,108.35787375813952
2018-04-30,QQQ_US,US,108.43956484024557
2018-05-31,QQQ_US,US,112.83975475809515
2018-06-30,QQQ_US,US,114.03389305436508
2018-07-31,QQQ_US,US,114.05271439148696
2018-08-31,QQQ_US,US,110.77066803377701
2018-09-30,QQQ_US,US,105.24713993968015
2018-10-31,QQQ_US,US,104.12645144887395
2018-11-30,QQQ_US,US,104.50392814320072
2018-12-31,QQQ_US,US,111.16518483665594
2019-01-31,QQQ_US,US,112.2433825463222
2019-02-28,QQQ_US,US,116.48959503908418
2019-03-31,QQQ_US,US,115.19926836370067
2019-04-30,QQQ_US,US,111.31669079973348
2019-05-31,QQQ_US,US,108.37249199121904
2019-06-30,QQQ_US,US,106.36408310423771
2019-07-31,QQQ_US,US,114.409409292685
2019-08-31,QQQ_US,US,111.9260660654244
2019-09-30,QQQ_US,US,115.62747715659147
2019-10-31,QQQ_US,US,112.80656020851241
2019-11-30,QQQ_US,US,116.88360469009736
2019-12-31,QQQ_US,US,118.99959322148771
2020-01-31,QQQ_US,US,119.02707610343914
2020-02-29,QQQ_US,US,119.5097114524815
2020-03-31,QQQ_US,US,117.57269877239264
2020-04-30,QQQ_US,US,119.93830646075807
2020-05-31,QQQ_US,US,118.78516502835623
2020-06-30,QQQ_US,US,114.62234008351906
2020-07-31,QQQ_US,US,110.40745427674743
2020-08-31,QQQ_US,US,111.63246928678446
2020-09-30,QQQ_US,US,118.05245387494791
2020-10-31,QQQ_US,US,119.31322141107061
2020-11-30,QQQ_US,US,119.49039381794782
2020-12-31,QQQ_US,US,121.26270671805561
2021-01-31,QQQ_US,US,127.14371243820264
2021-02-28,QQQ_US,US,128.75076097239244
2021-03-31,QQQ_US,US,127.70007769039735
2021-04-30,QQQ_US,US,133.05167219927316
2021-05-31,QQQ_US,US,135.6526943455655
2021-06-30,QQQ_US,US,143.26009035469446
2021-07-31,QQQ_US,US,144.89995084968234
2021-08-31,QQQ_US,US,139.8273690013331
2021-09-30,QQQ_US,US,134.26933545415906
2021-10-31,QQQ_US,US,142.30946674494368
2021-11-30,QQQ_US,US,151.1726382012163
2021-12-31,QQQ_US,US,151.09340347587153
2022-01-31,QQQ_US,US,149.99870432950638
2022-02-28,QQQ_US,US,158.04278409232643
2022-03-31,QQQ_US,US,153.1225159300761
2022-04-30,QQQ_US,US,149.42828339306513
2022-05-31,QQQ_US,US,153.40752633689553
2022-06-30,QQQ_US,US,152.23825891844882
2022-07-31,QQQ_US,US,153.03461396223653
2022-08-31,QQQ_US,US,153.03559098857386
2022-09-30,QQQ_US,US,155.56679355899098
2022-10-31,QQQ_US,US,163.63244976939106
2022-11-30,QQQ_US,US,165.0052117956851
2022-12-31,QQQ_US,US,169.40259741932934
2023-01-31,QQQ_US,US,158.85632363604083
2023-02-28,QQQ_US,US,159.45875331828208
2023-03-31,QQQ_US,US,155.88263581338322
2023-04-30,QQQ_US,US,150.45467289682932
2023-05-31,QQQ_US,US,146.90709793551744
2023-06-30,QQQ_US,US,146.08058779852487
2023-07-31,QQQ_US,US,151.28467717050341
2023-08-31,QQQ_US,US,145.4797389217744
2023-09-30,QQQ_US,US,146.41238614295085
2023-10-31,QQQ_US,US,144.86369576107174
2023-11-30,QQQ_US,US,144.0795178483071
2023-12-31,QQQ_US,US,149.62528375630862
2024-01-31,QQQ_US,US,153.09027756211964
2024-02-29,QQQ_US,US,160.6734724277774
2024-03-31,QQQ_US,US,160.7218853670559
2024-04-30,QQQ_US,US,157.89862766242337
2024-05-31,QQQ_US,US,157.58482925260685
2024-06-30,QQQ_US,US,159.69684324031468
2024-07-31,QQQ_US,US,161.48974705601051
2024-08-31,QQQ_US,US,156.58291235876075
2024-09-30,QQQ_US,US,157.8960421525161
2024-10-31,QQQ_US,US,159.93788033132802
2024-11-30,QQQ_US,US,174.08864710974396
2024-12-31,QQQ_US,US,185.8110579981735
2025-01-31,QQQ_US,US,181.5825500713547
2025-02-28,QQQ_US,US,180.84103032168014
2025-03-31,QQQ_US,US,173.08411002428574
2025-04-30,QQQ_US,US,170.64477829111678
2025-05-31,QQQ_US,US,173.34351950744175
2025-06-30,QQQ_US,US,181.17746256441538
2025-07-31,QQQ_US,US,177.7967333915325
2025-08-31,QQQ_US,US,174.91876744512288
2025-09-30,QQQ_US,US,163.46849082512603
2025-10-31,QQQ_US,US,163.47372584175653
2025-11-30,QQQ_US,US,158.6251481655782
2025-12-31,QQQ_US,US,156.7103045145211
2016-01-31,IEUR_EU,EU,97.42330119859668
2016-02-29,IEUR_EU,EU,97.6577550538195
2016-03-31,IEUR_EU,EU,92.04456092013865
2016-04-30,IEUR_EU,EU,87.7172120968438
2016-05-31,IEUR_EU,EU,94.9497502661711
2016-06-30,IEUR_EU,EU,91.09980252487094
2016-07-31,IEUR_EU,EU,88.0311711935788
2016-08-31,IEUR_EU,EU,94.36315536056192
2016-09-30,IEUR_EU,EU,104.7791886281136
2016-10-31,IEUR_EU,EU,100.9676990936413
2016-11-30,IEUR_EU,EU,100.21478675340565
2016-12-31,IEUR_EU,EU,102.02827351784542
2017-01-31,IEUR_EU,EU,108.96957480359941
2017-02-28,IEUR_EU,EU,105.73025207324338
2017-03-31,IEUR_EU,EU,105.40988915000831
2017-04-30,IEUR_EU,EU,108.97107294517131
2017-05-31,IEUR_EU,EU,111.30867449038566
2017-06-30,IEUR_EU,EU,110.4469651895851
2017-07-31,IEUR_EU,EU,110.55546533675977
2017-08-31,IEUR_EU,EU,105.72460618389246
2017-09-30,IEUR_EU,EU,105.4312991894967
2017-10-31,IEUR_EU,EU,105.03171987505473
2017-11-30,IEUR_EU,EU,106.51877115151333
2017-12-31,IEUR_EU,EU,105.0070801985109
2018-01-31,IEUR_EU,EU,107.39865706799132
2018-02-28,IEUR_EU,EU,111.9370847566987
2018-03-31,IEUR_EU,EU,113.21265885798401
2018-04-30,IEUR_EU,EU,115.30293029690783
2018-05-31,IEUR_EU,EU,116.19233011675033
2018-06-30,IEUR_EU,EU,116.86659864130522
2018-07-31,IEUR_EU,EU,114.50868772173617
2018-08-31,IEUR_EU,EU,116.47752644324636
2018-09-30,IEUR_EU,EU,116.74515481240309
2018-10-31,IEUR_EU,EU,126.21949800819768
2018-11-30,IEUR_EU,EU,134.10074147189505
2018-12-31,IEUR_EU,EU,136.74124888895128
2019-01-31,IEUR_EU,EU,133.77805788272147
2019-02-28,IEUR_EU,EU,129.1965857520588
2019-03-31,IEUR_EU,EU,135.48602364596215
2019-04-30,IEUR_EU,EU,137.5534011014335
2019-05-31,IEUR_EU,EU,140.72884372132742
2019-06-30,IEUR_EU,EU,132.70658254101602
2019-07-31,IEUR_EU,EU,137.90705961032006
2019-08-31,IEUR_EU,EU,140.96296037218963
2019-09-30,IEUR_EU,EU,136.14548006607382
2019-10-31,IEUR_EU,EU,134.62406888461692
2019-11-30,IEUR_EU,EU,136.68298507522033
2019-12-31,IEUR_EU,EU,137.73391385885677
2020-01-31,IEUR_EU,EU,137.0840628454879
2020-02-29,IEUR_EU,EU,137.368433089232
2020-03-31,IEUR_EU,EU,136.9190754468939
2020-04-30,IEUR_EU,EU,138.46519993626322
2020-05-31,IEUR_EU,EU,146.60331358471728
2020-06-30,IEUR_EU,EU,133.907510041403
2020-07-31,IEUR_EU,EU,133.5423965494101
2020-08-31,IEUR_EU,EU,135.16553055314608
2020-09-30,IEUR_EU,EU,137.3897852779919
2020-10-31,IEUR_EU,EU,136.34714451170277
2020-11-30,IEUR_EU,EU,128.51509399514197
2020-12-31,IEUR_EU,EU,130.7779668754158
2021-01-31,IEUR_EU,EU,139.66885565054065
2021-02-28,IEUR_EU,EU,132.76655899587175
2021-03-31,IEUR_EU,EU,137.6653540639939
2021-04-30,IEUR_EU,EU,136.8356576357991
2021-05-31,IEUR_EU,EU,137.32721559122604
2021-06-30,IEUR_EU,EU,132.91841509375072
2021-07-31,IEUR_EU,EU,132.08894806477133
2021-08-31,IEUR_EU,EU,139.03703878978578
2021-09-30,IEUR_EU,EU,142.75983735609395
2021-10-31,IEUR_EU,EU,152.49080724214159
2021-11-30,IEUR_EU,EU,159.83885554278734
2021-12-31,IEUR_EU,EU,163.29251294572623
2022-01-31,IEUR_EU,EU,174.49138176367853
2022-02-28,IEUR_EU,EU,178.26105060061758
2022-03-31,IEUR_EU,EU,184.6084942162076
2022-04-30,IEUR_EU,EU,183.7082408648905
2022-05-31,IEUR_EU,EU,185.21384919356979
2022-06-30,IEUR_EU,EU,181.63787768891385
2022-07-31,IEUR_EU,EU,189.16223070380425
2022-08-31,IEUR_EU,EU,182.23531213727415
2022-09-30,IEUR_EU,EU,188.42486386631302
2022-10-31,IEUR_EU,EU,188.22448569270801
2022-11-30,IEUR_EU,EU,197.25265345405649
2022-12-31,IEUR_EU,EU,203.72871125933983
2023-01-31,IEUR_EU,EU,218.26338201748348
2023-02-28,IEUR_EU,EU,225.27135843409013
2023-03-31,IEUR_EU,EU,213.829049132461
2023-04-30,IEUR_EU,EU,214.55386241872924
2023-05-31,IEUR_EU,EU,206.74576270242287
2023-06-30,IEUR_EU,EU,204.08741031917788
2023-07-31,IEUR_EU,EU,216.37433440356267
2023-08-31,IEUR_EU,EU,222.59535988684257
2023-09-30,IEUR_EU,EU,218.2855808439136
2023-10-31,IEUR_EU,EU,211.5855613835881
2023-11-30,IEUR_EU,EU,213.0624614704968
2023-12-31,IEUR_EU,EU,204.96690494867957
2024-01-31,IEUR_EU,EU,201.20349736138442
2024-02-29,IEUR_EU,EU,204.630463933976
2024-03-31,IEUR_EU,EU,214.32815399052575
2024-04-30,IEUR_EU,EU,220.2683472959179
2024-05-31,IEUR_EU,EU,203.37675579376057
2024-06-30,IEUR_EU,EU,206.78478122254674
2024-07-31,IEUR_EU,EU,208.52036903417422
2024-08-31,IEUR_EU,EU,212.83675115621307
2024-09-30,IEUR_EU,EU,226.4548017547941
2024-10-31,IEUR_EU,EU,210.94795186688992
2024-11-30,IEUR_EU,EU,207.6825359398375
2024-12-31,IEUR_EU,EU,213.30504789863048
2025-01-31,IEUR_EU,EU,202.39718268770028
2025-02-28,IEUR_EU,EU,214.32529179548737
2025-03-31,IEUR_EU,EU,218.41051147396837
2025-04-30,IEUR_EU,EU,226.3337947292516
2025-05-31,IEUR_EU,EU,222.994472301083
2025-06-30,IEUR_EU,EU,230.820573206814
2025-07-31,IEUR_EU,EU,241.03784034372188
2025-08-31,IEUR_EU,EU,244.45662675906132
2025-09-30,IEUR_EU,EU,247.9373058496476
2025-10-31,IEUR_EU,EU,251.78835650205394
2025-11-30,IEUR_EU,EU,245.42303869887374
2025-12-31,IEUR_EU,EU,245.54304259133363
2016-01-31,EWJ_JP,JP,100.02516212343579
2016-02-29,EWJ_JP,JP,102.14093043272557
2016-03-31,EWJ_JP,JP,106.75700037650451
2016-04-30,EWJ_JP,JP,103.01165443964864
2016-05-31,EWJ_JP,JP,103.14810860288293
2016-06-30,EWJ_JP,JP,109.74719104731136
2016-07-31,EWJ_JP,JP,107.24496157489173
2016-08-31,EWJ_JP,JP,104.47077564779515
2016-09-30,EWJ_JP,JP,105.94276276319079
2016-10-31,EWJ_JP,JP,110.08841138905974
2016-11-30,EWJ_JP,JP,110.82001671557144
2016-12-31,EWJ_JP,JP,117.25084277822396
2017-01-31,EWJ_JP,JP,121.89573084863517
2017-02-28,EWJ_JP,JP,126.65344099946454
2017-03-31,EWJ_JP,JP,130.17574203634516
2017-04-30,EWJ_JP,JP,142.79998644905982
2017-05-31,EWJ_JP,JP,142.5427599958364
2017-06-30,EWJ_JP,JP,132.28860881606113
2017-07-31,EWJ_JP,JP,141.38555671993655
2017-08-31,EWJ_JP,JP,139.73837570620725
2017-09-30,EWJ_JP,JP,141.19268012004113
2017-10-31,EWJ_JP,JP,149.2791346037766
2017-11-30,EWJ_JP,JP,140.87649244802313
2017-12-31,EWJ_JP,JP,134.87314759828197
2018-01-31,EWJ_JP,JP,127.28655468659409
2018-02-28,EWJ_JP,JP,124.1334993056027
2018-03-31,EWJ_JP,JP,127.03149858407883
2018-04-30,EWJ_JP,JP,130.41604019657055
2018-05-31,EWJ_JP,JP,132.62981244037618
2018-06-30,EWJ_JP,JP,126.14449718359704
2018-07-31,EWJ_JP,JP,115.56172644434648
2018-08-31,EWJ_JP,JP,116.5231757207814
2018-09-30,EWJ_JP,JP,115.10167858517902
2018-10-31,EWJ_JP,JP,117.87747585667358
2018-11-30,EWJ_JP,JP,121.83535255045366
2018-12-31,EWJ_JP,JP,123.24759678713248
2019-01-31,EWJ_JP,JP,127.66543035164024
2019-02-28,EWJ_JP,JP,129.59818839981813
2019-03-31,EWJ_JP,JP,133.0808187655417
2019-04-30,EWJ_JP,JP,130.24855854527658
2019-05-31,EWJ_JP,JP,130.14372862601405
2019-06-30,EWJ_JP,JP,131.94937756550829
2019-07-31,EWJ_JP,JP,136.98992434905247
2019-08-31,EWJ_JP,JP,135.73565751756672
2019-09-30,EWJ_JP,JP,139.33611681937916
2019-10-31,EWJ_JP,JP,138.755403890007
2019-11-30,EWJ_JP,JP,138.9796125689579
2019-12-31,EWJ_JP,JP,144.33744933496953
2020-01-31,EWJ_JP,JP,134.0130847580323
2020-02-29,EWJ_JP,JP,128.06793989997178
2020-03-31,EWJ_JP,JP,121.45896434173902
2020-04-30,EWJ_JP,JP,111.15790463422725
2020-05-31,EWJ_JP,JP,108.90669993869275
2020-06-30,EWJ_JP,JP,112.76503801913245
2020-07-31,EWJ_JP,JP,112.2113077143607
2020-08-31,EWJ_JP,JP,113.77259488834713
2020-09-30,EWJ_JP,JP,119.31098591559936
2020-10-31,EWJ_JP,JP,126.22860814394184
2020-11-30,EWJ_JP,JP,126.67086528888763
2020-12-31,EWJ_JP,JP,134.1431605927875
2021-01-31,EWJ_JP,JP,135.4568164728137
2021-02-28,EWJ_JP,JP,131.87282813167855
2021-03-31,EWJ_JP,JP,129.6334147021053
2021-04-30,EWJ_JP,JP,122.95198872837534
2021-05-31,EWJ_JP,JP,119.45557593912287
2021-06-30,EWJ_JP,JP,118.52828401282525
2021-07-31,EWJ_JP,JP,122.97781395651373
2021-08-31,EWJ_JP,JP,131.99332037724946
2021-09-30,EWJ_JP,JP,125.69656858802014
2021-10-31,EWJ_JP,JP,128.40159284075412
2021-11-30,EWJ_JP,JP,123.98699024723061
2021-12-31,EWJ_JP,JP,127.0511038545928
2022-01-31,EWJ_JP,JP,127.18928725534266
2022-02-28,EWJ_JP,JP,118.89586816249891
2022-03-31,EWJ_JP,JP,123.93747893738806
2022-04-30,EWJ_JP,JP,121.78158304586724
2022-05-31,EWJ_JP,JP,120.00087942826143
2022-06-30,EWJ_JP,JP,115.73840690583128
2022-07-31,EWJ_JP,JP,113.5026825683986
2022-08-31,EWJ_JP,JP,116.10050100202831
2022-09-30,EWJ_JP,JP,115.9634409592548
2022-10-31,EWJ_JP,JP,118.16881258439433
2022-11-30,EWJ_JP,JP,120.56940637577502
2022-12-31,EWJ_JP,JP,127.52696097668573
2023-01-31,EWJ_JP,JP,126.6127635674406
2023-02-28,EWJ_JP,JP,120.10518976766514
2023-03-31,EWJ_JP,JP,125.84882102802536
2023-04-30,EWJ_JP,JP,125.0021052883153
2023-05-31,EWJ_JP,JP,131.21084802341713
2023-06-30,EWJ_JP,JP,133.9861814903665
2023-07-31,EWJ_JP,JP,134.13164175564785
2023-08-31,EWJ_JP,JP,136.7877513821886
2023-09-30,EWJ_JP,JP,148.04394566046344
2023-10-31,EWJ_JP,JP,160.9537094342202
2023-11-30,EWJ_JP,JP,162.3871413242231
2023-12-31,EWJ_JP,JP,164.40844440854917
2024-01-31,EWJ_JP,JP,172.3285525977455
2024-02-29,EWJ_JP,JP,167.71345949501216
2024-03-31,EWJ_JP,JP,170.93183793731814
2024-04-30,EWJ_JP,JP,171.81920475126273
2024-05-31,EWJ_JP,JP,174.98796673176415
2024-06-30,EWJ_JP,JP,170.38554112276125
2024-07-31,EWJ_JP,JP,160.879198095277
2024-08-31,EWJ_JP,JP,148.8701525224319
2024-09-30,EWJ_JP,JP,143.3056868783217
2024-10-31,EWJ_JP,JP,141.630681843236
2024-11-30,EWJ_JP,JP,140.88932002188125
2024-12-31,EWJ_JP,JP,152.40730587281274
2025-01-31,EWJ_JP,JP,159.926128492234
2025-02-28,EWJ_JP,JP,154.9169936966476
2025-03-31,EWJ_JP,JP,157.97825103489484
2025-04-30,EWJ_JP,JP,156.44964538660443
2025-05-31,EWJ_JP,JP,155.68457694473764
2025-06-30,EWJ_JP,JP,157.77506278951847
2025-07-31,EWJ_JP,JP,162.5631688912852
2025-08-31,EWJ_JP,JP,161.42017410408704
2025-09-30,EWJ_JP,JP,169.11833606929272
2025-10-31,EWJ_JP,JP,162.63508473765654
2025-11-30,EWJ_JP,JP,163.68362946686335
2025-12-31,EWJ_JP,JP,181.28113785541473
2016-01-31,MCHI_CN,CN,101.32923922787582
2016-02-29,MCHI_CN,CN,106.35480827492259
2016-03-31,MCHI_CN,CN,107.34875833962403
2016-04-30,MCHI_CN,CN,109.92763114633797
2016-05-31,MCHI_CN,CN,110.46589225044848
2016-06-30,MCHI_CN,CN,110.63024037431511
2016-07-31,MCHI_CN,CN,108.77337021326716
2016-08-31,MCHI_CN,CN,110.8954343273096
2016-09-30,MCHI_CN,CN,108.79439660065147
2016-10-31,MCHI_CN,CN,111.68479794334641
2016-11-30,MCHI_CN,CN,116.05821940383494
2016-12-31,MCHI_CN,CN,118.10037312628627
2017-01-31,MCHI_CN,CN,117.86565312172415
2017-02-28,MCHI_CN,CN,120.24877491732757
2017-03-31,MCHI_CN,CN,119.9288901283986
2017-04-30,MCHI_CN,CN,124.0863946558415
2017-05-31,MCHI_CN,CN,118.08778751633923
2017-06-30,MCHI_CN,CN,117.67823296668772
2017-07-31,MCHI_CN,CN,111.42665217161552
2017-08-31,MCHI_CN,CN,107.16437938279417
2017-09-30,MCHI_CN,CN,112.25638776936987
2017-10-31,MCHI_CN,CN,116.01198690249362
2017-11-30,MCHI_CN,CN,114.27361607403692
2017-12-31,MCHI_CN,CN,109.87692684755963
2018-01-31,MCHI_CN,CN,100.83011501716328
2018-02-28,MCHI_CN,CN,99.85157233899177
2018-03-31,MCHI_CN,CN,107.7610600570032
2018-04-30,MCHI_CN,CN,109.87819075623062
2018-05-31,MCHI_CN,CN,108.75884310356835
2018-06-30,MCHI_CN,CN,110.99409903412045
2018-07-31,MCHI_CN,CN,106.52894510713355
2018-08-31,MCHI_CN,CN,106.2818298193241
2018-09-30,MCHI_CN,CN,107.30046933186908
2018-10-31,MCHI_CN,CN,107.73149321895406
2018-11-30,MCHI_CN,CN,110.99836280429002
2018-12-31,MCHI_CN,CN,112.87860367461381
2019-01-31,MCHI_CN,CN,115.88679369056965
2019-02-28,MCHI_CN,CN,114.25844882933194
2019-03-31,MCHI_CN,CN,118.0900444686074
2019-04-30,MCHI_CN,CN,124.64027585954445
2019-05-31,MCHI_CN,CN,121.83531056758675
2019-06-30,MCHI_CN,CN,119.39484334022839
2019-07-31,MCHI_CN,CN,124.96742215341246
2019-08-31,MCHI_CN,CN,125.07485419676982
2019-09-30,MCHI_CN,CN,131.16783091239944
2019-10-31,MCHI_CN,CN,130.2921451135161
2019-11-30,MCHI_CN,CN,136.83950355237263
2019-12-31,MCHI_CN,CN,138.28241789269336
2020-01-31,MCHI_CN,CN,140.26633703254456
2020-02-29,MCHI_CN,CN,147.77641281861278
2020-03-31,MCHI_CN,CN,147.14790284060433
2020-04-30,MCHI_CN,CN,143.96455471738295
2020-05-31,MCHI_CN,CN,142.97740038438894
2020-06-30,MCHI_CN,CN,145.8612571979826
2020-07-31,MCHI_CN,CN,139.9724338933674
2020-08-31,MCHI_CN,CN,143.573102570472
2020-09-30,MCHI_CN,CN,142.2000929580463
2020-10-31,MCHI_CN,CN,148.03518558321147
2020-11-30,MCHI_CN,CN,138.37917475094693
2020-12-31,MCHI_CN,CN,136.02714761891554
2021-01-31,MCHI_CN,CN,130.0427632283248
2021-02-28,MCHI_CN,CN,127.67769057963274
2021-03-31,MCHI_CN,CN,129.46900564612574
2021-04-30,MCHI_CN,CN,129.62737229392147
2021-05-31,MCHI_CN,CN,129.49757289723277
2021-06-30,MCHI_CN,CN,129.7338352437842
2021-07-31,MCHI_CN,CN,131.3816686513665
2021-08-31,MCHI_CN,CN,128.27369322189963
2021-09-30,MCHI_CN,CN,131.840406016885
2021-10-31,MCHI_CN,CN,135.3315372142723
2021-11-30,MCHI_CN,CN,137.78795863955088
2021-12-31,MCHI_CN,CN,140.9978673763121
2022-01-31,MCHI_CN,CN,143.18228247997487
2022-02-28,MCHI_CN,CN,152.86887875931555
2022-03-31,MCHI_CN,CN,153.47839371086894
2022-04-30,MCHI_CN,CN,153.07743193679403
2022-05-31,MCHI_CN,CN,150.62730098073726
2022-06-30,MCHI_CN,CN,146.95683296804089
2022-07-31,MCHI_CN,CN,142.44023908691204
2022-08-31,MCHI_CN,CN,139.58232961099318
2022-09-30,MCHI_CN,CN,140.20760101656202
